,numero,ano,ementa,categoria_geral,sub_categoria
474,1496,2008,"Autoriza o poder executivo a doar, com encargos, imóvel para o tribunal regional do trabalho da 6a região e dá outras providências.",autoriza poder executivo,outra
475,1497,2008,"Autoriza o poder executivo a doar, com encargos, imóvel para o tribunal de justiça do estado de pernambuco e dá outras providências.",autoriza poder executivo,outra
476,1498,2008,Institui o código de obras e instalações do município do ipojuca e dispõe sobre sua aplicação no território municipal.,institui,código
477,1500,2008,"Declara ç baoba(adasonia digitata), árvore-símbolo do município do ipojuca e dá outras providências.",outra,outra
478,1501,2008,Dispõe sobre a abertura de crédito suplementar e dá outras providências.,dispõe,abertura
479,1502,2008,"Disciplina a concessão de incentivos fiscais para implantação, ampliação, modernização ou diversificação de refinaria de petróleo.",concede,outra
480,1503,2008,"Doa terreno urbano com área de 10-ooom2 para construção da nova sede do podre legislativo ipojucano, e dá outras providencias.",outra,outra
481,1504,2008,Concede incentivos fiscais à empresa companhia petroquímica de pernambuco petroquimicasuape na forma da lei 1.412/2005 e dá outras providências.,concede,outra
482,1505,2008,"Aprova parâmetros de uso e ocupação do solo para a zona de interesse turístico zit-c do município de ipojuca, definidos em estudo específico nos termos do art. 172, parágrafo único, da lei municipal n° 1492/2008.",outra,outra
483,1508,2008,Fixa o subsídio dos vereadores do município do ipojuca para a legislatura 2009/2012.,receitas e despesas,fixa
484,1509,2008,"Fixa o subsídio do prefeito, do vice-prefeito e dos secretários e secretários-adj untos municipais do município de ipojuca a viger a partir de 1° de janeiro de 2009.",receitas e despesas,fixa
485,1510,2008,Reestrutura a administração do regime próprio de previdência social do município do ipojuca - funprei.,outra,outra
486,1512,2008,Cria o fundo municipal de habitação de interesse social - fmhis e institui o conselho gestor do fmhis.,cria,outra
487,1513,2008,"Cria secretaria municipal de segurança cidadã, e dá outras providências.",cria,secretaria
488,1514,2008,Cria cargos de provimento efetivo no âmbito do poder executivo municipal e dá outras providências.,cria,cargos
489,1515,2009,Disciplina a permissão de serviços de transporte público de passageiros por táxis no âmbito do município de ipojuca e dá outras providências.,concede,outra
490,1516,2009,Regulamenta e estabelece valor para concessão de diárias aos vereadores e servidores da câmara municipal de ipojuca - pe e dá outras providências.,outra,outra
491,1517,2009,"Dispõe sobre a reestruturação organizacional da câmara municipal de ipojuca, extingue os cargos de provimento em comissão que indica e dá outras providências.",dispõe,reestruturação
492,1518,2009,Dispõe sobre a estruturação da procuradoria da câmara municipal de ipojuca e dá outras providências.,dispõe,outra
493,1519,2009,"Dispõe sobre a instituição do sistema de controle interno - sci do poder legislativo municipal, cria o órgão central do sci e dá outras providências.",dispõe,instituição
494,1520,2009,"Autoriza o poder executivo a criar a empresa pública denominada agência de desenvolvimento econômico do ipojuca - ad. ipojuca, ajusta o plano plurianual (2006-2009) do município, autoriza a abertura de crédito adicional especial ao orçamento vigente e dá outras providências.",autoriza poder executivo,outra
495,1521,2009,"Altera o artigo 2° da lei municipal n°. 1.459, de 24 de abril de 2007, que instituiu o auxílio alimentação no âmbito da câmara municipal de ipojuca e dá outras providências.",altera lei,-
496,1522,2009,"Dispõe sobre a criação do sistema de controle interno municipal, cria a controladoria geral do município - cgm, ajusta o plano plurianua! do município 2006-2009, abre crédito adicionai especial ao orçamento vigente e dá outras providências.",dispõe,criação
497,1523,2009,"Altera a estrutura organizacional da câmara municipal de ipojuca, extingue verba indenizatória dos vereadores e dá outras providências.",altera lei,-
498,1524,2009,"Cria nome de rua do loteamento canoas no distrito de nossa senhora do ó, neste município do ipojuca, e dá outras providências.",cria,nome
499,1525,2009,"Altera o art. 1° da lei n° 1.405, de 26 de janeiro de 2005, que dispõe sobre a criação de gratificação para membros da comissão de licitação da câmara municipal e dá outras providências.",altera lei,-
500,1526,2009,"Dispõe sobre a inclusão de projetos no plano plurianual - ppa 2006-2009 - revisão do exercício de 2009, autoriza abertura de crédito adicional especial ao orçamento e dá outras providências.",dispõe,outra
501,1527,2009,"Autoriza o poder executivo a abrir crédito especial ao orçamento fiscal do município de ipojuca, relativo ao exercício de 2009 e dá outras providências.",autoriza poder executivo,outra
502,1528,2009,"Altera dispositivo da lei municipal n° 1.181, de 30 de dezembro de 1998 e dá outras providências.",altera lei,-
503,1529,2009,"Concede a remissão total dos créditos tributários não liquidados, referentes ao imposto predial e territorial urbano - iptu relativos aos imóveis de valor venal de até r$ 15.000,00 (quinze mil reais), para os exercícios de 2007 e 2008.",concede,outra
504,1530,2009,"Institui as gratificações de pregoeiro, equipe de apoio e de membros de comissões permanentes e especiais de licitação, no âmbito da administração direta do poder executivo municipal, e dá outras providências.",institui,outra
505,1531,2009,Dispõe sobre a abertura de crédito suplementar e dá outras providências.,dispõe,abertura
506,1532,2009,Institui o dia municipal da família no município do ipojucape.,institui,dia
507,1533,2009,Estabelece as diretrizes orçamentarias do município do ipojuca para o exercício de 2010 e dá outras providências.,receitas e despesas,estabelece
508,1534,2009,Altera dispositivos da lei n° 1.137 e de 06 de junho de 1997 e dá outras providências.,altera lei,-
509,1535,2009,Dispõe sobre a criação do conselho municipal de segurança do ipojuca - comusi.,dispõe,criação
510,1536,2009,"Altera a lei municipal n°. 871 de 22 de novembro de 1985, que cria o conselho municipal de educação de ipojuca e dá outras providências.",altera lei,-
511,1537,2009,Denomina 'conjunto habitacional miguel arraes de alencar1 o conjunto habitacional a ser implantado no distrito de camela.,denomina,outra
512,1538,2009,"Denomina ""denomina o complexo educacional desportivo do ipojuca a ser implantado no município.",denomina,outra
513,1540,2009,"Institui o ""prêmio consciência ecológica"" às empresas e entidades não governamentais no município do ipojuca e dá outras providências.",institui,outra
514,1541,2009,"Denomina 'praça de eventos silvino alves da silva filho' a praça que será construída no distrito de nossa senhora do ó, neste município.",denomina,outra
515,1542,2009,"Colocação das bandeiras de ipojuca, de pernambuco e do brasil em prédios públicos municipais.",outra,outra
516,1543,2009,"Institui o ""dia do fisco municipal do ipojuca"" e dá outras providências.",institui,dia
517,1544,2009,"Fixa o salário base para o cargo específico de médico plantonista, servidor da administração pública municipal, e dá outras providências.",receitas e despesas,fixa
518,1545,2009,"Fixa prazo para a realização de consultas médicas e exames de saúde pela rede pública, para pacientes com idade igual ou superior a sessenta anos, conforme especifica.",receitas e despesas,fixa
519,1546,2009,"Cria reserva de vagas de estacionamento exclusivas para idosos, deficientes físicos e gestantes no município de ipojuca e dá outras providências.",cria,outra
520,1547,2009,Dispõe sobre a isenção do pagamento de taxas de inscrição em concursos públicos da administração municipal e câmara dos vereadores no município de ipojuca e dá outras providências.,dispõe,outra
521,1548,2009,Autoriza o poder executivo a ceder sinal de internet gratuito à população e dá outras providências.,autoriza poder executivo,outra
522,1549,2009,Altera a redação do inciso ii do art. 3° e inciso l do art. 11 da lei municipal n° 1.314/2002 e dá outras providências.,altera lei,-
523,1550,2010,"Altera as disposições que nomeia, da lei n° 1.472, de 11 de setembro de 2007, que concede incentivos fiscais à empresa estaleiro atlântico sul s/a. e dá outras providências.",altera lei,-
524,1551,2010,"Altera o inciso l do § 6° do art 27 da lei n° 1.181/98, revoga o inciso ii do § 6° do mesmo artigo, insere os parágrafos 8° e 9° no art. 27 e dá outras providências.",altera lei,-
525,1552,2010,Dispõe sobre o piano plurianual - ppa para o quadriênio 2010-2013 e dá outras providências.,dispõe,outra
526,1553,2010,Lei orçamentária anual - 2010,outra,outra
527,1554,2010,Institui o código de vigilância sanitária em saúde e dá outras providências.,institui,código
528,1555,2010,Institui o fundo municipal de assistência à pessoa idosa e dá outras providências.,institui,fundo
529,1556,2010,Cria o cargo de gestor de investimentos do fundo previdenciário do município de ipojuca funprei e dá outras providências.,cria,outra
530,1557,2010,Reajusta os vencimentos dos médicos plantonlstas do poder executivo municipal e da outras providencias.,reajusta,outra
531,1558,2010,"Reajusta o vencimento dos servidores efetivos do poder executivo municipal, inativos e pensionistas vinculados ao funprei - fundo previdenciário dos servidores do município do ipojuca e dá outras providencias.",reajusta,outra
532,1559,2010,Estabelece o reajuste da remuneração dos servidores integrantes de cargos efetivos do quadro permanente de pessoal da câmara municipal do ipojuca e dá outras providências,receitas e despesas,estabelece
533,1560,2010,"Fixa gratificação para componentes da comissão permanente de licitação do fundo previdenciário do município do ipojuca, e da outras providências.",receitas e despesas,fixa
534,1561,2010,Altera a alíquota da contribuição patronal ao regime próprio da previdência dos servidores municipais de que trata a lei municipal n° 1442/2006 e dá outras providências.,altera lei,-
535,1562,2010,"Revoga o § 2° e altera o caput do art. 2° da lei n.° 1487, de 20 de março de 2008, bem como altera o § 3° do art. 56 da lei n.° 1.442, de 04 de setembro de 2006, com redação da lei n.° 1.487, de 20 de março de 2008 e da outras providencias.",revoga,outra
536,1563,2010,"Concede incentivos fiscais à empresa companhia integrada têxtil de pernambuco - citepe, na forma da lei 1.412/2005 e dá outras providências.",concede,outra
537,1564,2010,"Reajusta o vencimento dos servidores efetivos do poder executivo municipal, inativo e pensionistas, vinculados ao funprei - fundo previdenciário dos servidores do município do ipojuca e dá outras providências.",reajusta,outra
538,1565,2010,"Altera a redação do inciso ii, art. 3°, da lei municipal 1314/2002 e dá outras providencias.",altera lei,-
539,1566,2010,Dispõe sobre a instituição de plano de amortização para equacionamento do passivo atuarial do fundo previdênciário do município do ipojuca - funprei e dá outras providências.,dispõe,instituição
540,1567,2010,"Dispõe sobre ò""lonselho municipal de alimentação escolar - cae - e altera a lei municipal n° 1.150, de 08 de dezembro de 1997.",dispõe,outra
541,1568,2010,"Fixa o vencimento base para o cargo específico de procurador judicial, servidor efetivo da administração pública municipal, e dá outras providências.",receitas e despesas,fixa
542,1569,2010,?,?,outra
543,1570,2010,Lei das diretrizes orçamentárias - 2011,outra,outra
544,1571,2010,"Altera o § 1° e o capufdo art. 227 da lei municipal n° 1.494, de 16 de julho de 2008, que ""dispõe sobre o estatuto dos servidores públicos do município do ipojuca"" e dá outras providências.",altera lei,-
545,1572,2010,"Disciplina a obrigatoriedade e a utilização dos documentos fiscais ""declaração mensal de serviços oms""; da ""nota fiscal de serviços eletrônica - nfs-e"" e do ""recibo provisório de serviços - rps"" e dá outras providências.",concede,outra
546,1573,2010,Cria 02 (dois) cargos de procurador judicial junto à procuradoria geral do município e dá outras provideências.,cria,outra
547,1574,2010,Dispõe sobre autorização para doação de terreno da municipalidade para o instituto nacional do seguro social - inss e dá outras providências.,dispõe,outra
548,1575,2010,"Dispõe sobre s regulamentação para a concessão de utilidade pública municipal a sociedades civis, associações, fundações e outras entidades do terceiro setor e dá outras providencias.",dispõe,outra
549,1576,2010,Altera a lei n° 1.515/2000 disciplina a permissão de serviço de transporte público de passageiros por táxis no âmbito do município do ipojuca e dá outras providências.,altera lei,-
550,1577,2010,"Altera a lei n° 1.513/2008, que criou a secretaria municipal de segurança cidadã e dá outras providências.",altera lei,-
551,1578,2010,"Concede incentivos fiscais à empresa suata - serviço unificado de armazenagem e terminal alfandegado s/a, na forma da lei n° 1.412/2005 e dá outras providências.",concede,outra
552,1579,2010,Dispõe sobre o regime jurídico do sistema de transportes municipal do ipojuca e determina outras providências.,dispõe,outra
553,1580,2010,"Dispõe sobre alterações nos artigos 71, 72 e 253 da lei n° 1.490/2008 (plano diretor participativo) e dá outras providências.",dispõe,outra
554,1581,2010,"Altera a lei n° 1.490/2008 (plano diretor), fixando novos perímetros das zonas de atividade industrial e logística (zail b) e de equilíbrio ambiental (zea), descritas no anexo xii da lei em epígrafe.",altera lei,-
555,1582,2010,Dispõe sobre a revisão do plano plurianual do município do ipojuca para o exercício de 2011 e dá outras providências.,dispõe,revisão
556,1584,2011,Reajusta o vencimento base dos servidores da câmara municipal de ipojuca e dá outras providências.,reajusta,outra
557,1585,2011,"Aprova o plano municipal de educação, e dá outras providências.",outra,outra
558,1586,2011,Dispõe sobre a concessão de diárias aos servidores e vereadores da câmara municipal do ipojuca e dá outras providências.,dispõe,outra
559,1587,2011,"Altera dispositivos da lei nº 1.523/2009, que trata da estrutura organizacional da câmara municipal de ipojuca e dá outras providências.",altera lei,-
560,1588,2011,"Autoriza o poder executivo a celebrar convênio de cooperação com o estado de pernambuco, para gestão associada dos serviços públicos de abastecimento de água e esgotamento sanitário, e a celebrar contrato de programa com a companhia pernambucana de saneamento compesa e dá outras providências.",autoriza poder executivo,outra
561,1589,2011,"Revoga as leis 1.495/2008, 1.496/2008, 1.497/2008 e dispõe sobre a doação, com encargos, de lotes de terreno resultantes do desmembramento da gleba c do engenho montevidéu, ao instituto nacional da seguridade social, caixa econômica federal, tribunal regional do trabalho da 6- região, união federal, tribunal de justiça de pernambuco.",revoga,outra
562,1590,2011,"Revoga a lei nº 1.503/2008 e dispõe sobre a destinação do lote d, resultante do desmembramento da gleba c do engenho montevidéu, desapropriada por força do decreto municipal nº 31/2007 ao poder legislativo do município do ipojuca.",revoga,outra
563,1591,2011,?,?,outra
564,1592,2011,Institui o programa de recuperação fiscal municipal refis/lpojuca e dá outras providências.,institui,programa
565,1593,2011,"Autoriza o poder executivo a desafetar, permutar e afetar bens que especifica visando à implantação de novo empreendimento turístico da empresa enotel hotels e resorts s/a. e dá outras providências.",autoriza poder executivo,outra
566,1594,2011,?,?,outra
567,1595,2011,Institui o código de posturas do município de ipojuca e dá outras providências.,institui,código
568,1596,2011,Institui o código do meio ambiente do município do ipojuca e dá outras providências.,institui,código
569,1597,2011,Institui o sistema municipal do meio ambiente do município do ipojuca.,institui,outra
570,1598,2011,Dispõe sobre a reestruturação da secretaria municipal de agricultura e produção rural e dá outras providências.,dispõe,reestruturação
571,1599,2011,Cria cargos comissionados no âmbito da secretaria municipal de saúde,cria,cargos
572,1600,2011,Estabelece normas para a prévia inspeção de animais destinados ao abate para o consumo e dá outras providências.,receitas e despesas,estabelece
573,1601,2011,Cria cargos de provimento efetivo no âmbito do poder executivo municipal e dá outras providências.,cria,cargos
574,1602,2011,Autoriza a câmara municipal do ipojuca a celebrar convênios com instituições financeiras para a concessão de operações de empréstimos sob consignação em folha de pagamento e dá outras providências.,autoriza poder executivo,outra
575,1603,2011,"Dispõe sobre reajuste dos vencimentos dos professores da rede municipal do ipojuca em atendimento à lei federal nº 11.738, de 16 de julho de 2008 e dá outras providências.",dispõe,vencimentos
576,1604,2011,"Institui o ""dia municipal do surfista"" e dá outras providências.",institui,dia
577,1605,2011,"Institui o ""dia municipal do jangadeiro"" e dá outras providências.",institui,dia
578,1606,2011,"Autoriza o poder executivo municipal a ceder em comodato ou direito real de uso de imóvel em favor do senai e do senac, para instalação de escolas técnicas profissionalizantes e dá outras providências.",autoriza poder executivo,outra
579,1607,2011,"Prorroga o programa de recuperação fiscal municipal refis/lpojuca, introduz modificações na lei n° 1.592/2011 e dá outras providências.",outra,outra
580,1608,2011,Dispõe sobre a criação do arquivo público municipal frei vertendo willeke e dá outras providências.,dispõe,criação
581,1609,2011,?,?,outra
582,1610,2011,"Complementa o anexo v do plano diretor (lei n° 1.490/2008), fixando os coeficientes básicos e máximos e as condições para outorga onerosa do direito de construir e dá outras providências.",outra,outra
583,1611,2011,Institui o dia municipal do agricultor familiar do município de ipojuca e dá outras providências.,institui,dia
584,1612,2011,Institui o auxílio-saúde no âmbito da câmara municipal do ipojuca e dá outras providências.,institui,outra
585,1613,2011,"Altera a lei n° 1.518/2009 e fixa o vencimento base para os cargos de procuradores, de provimento efetivo e privativos de advogados, criados pela lei municipal n° 1.475/2007 e dá outras providências.",altera lei,-
586,1614,2011,"Dispõe sobre a criação de funções gratificadas: fgs-01 e fgs-02, no âmbito da estrutura organizacional da câmara municipal do ipojuca.",dispõe,criação
587,1615,2011,"Altera o att 2° da lei municipal n° 1.459/2007, que institui o auxílio-alimentação no âmbito da câmara municipal do ipojuca e dá outras providências.",altera lei,-
588,1616,2011,Dispõe sobre a revisão do plano plurianual do município do ipojuca 2010-2013 para o exercício de 2011 e dá outras providências.,dispõe,revisão
589,1617,2011,?,?,outra
590,1618,2011,Altera a lei n* 1.596/2011 e estabelece as disposições atinentes ao processo administrativo e dá outras providências.,altera lei,-
591,1619,2011,"Institui e regulamenta o suprimento individual, no âmbito da câmara municipal do ipojuca, destinado à realização de pequenas despesas, e dá outras providências.",institui,outra
592,1620,2011,"Institui o fundo de modernização e aparelhamento da procuradoria geral do município do ipojuca • funpmi, e dá outras providências,",institui,fundo
593,1621,2011,?,?,outra
594,1622,2011,Concede benefícios fiscais condicionaods aos contribuintes do município que prestem serviços de hospedagem em hotéis e dá outras providências.,concede,outra
595,1626,2012,"Institui o programa de adoção de praças publicas e de esportes e área verdes - pappe, estabelece seus objetivos e processos, suas espécies e limitações das responsabilidades e dos benefícios dos adotantes.",institui,programa
596,1627,2012,Reajusta o vencimento base dos servidores da câmara municipal de ipojuca dá outras providências.,reajusta,outra
597,1628,2012,"Fixa o vencimento base para o cargo de analista legislativo, no âmbito da estrutura organizacional da câmara municipal do ipojuca e dá outras providências.",receitas e despesas,fixa
598,1629,2012,?,?,outra
599,1630,2012,"Suspensão de licença para atividades de tratamento de destino final (aterros de resíduos perigosos), que não sejam provenientes deste município e dá outras providências.",outra,outra
600,1631,2012,"Estabelece reajuste da remuneração dos servidores integrantes de cargos efetivos do quadro permanente da administração pública municipal, bem como pensionista e aposentados e dá outras providências.",receitas e despesas,estabelece
601,1632,2012,"Dispõe sobre reajuste dos vencimentos dos professores da rede municipal do ipojuca em atendimento à lei federal n°. 11.738, de 16 de julho de 2008 e da outras providencias.",dispõe,vencimentos
602,1633,2012,"Reestrutura os cargos de jornalista, contador e secretário de plenário, no âmbito da estrutura organizacional da câmara municipal do ipojuca e dá outras providências.",outra,outra
603,1634,2012,"Altera o artigo 1° da lei 1.607/2011, prorrogando o programa de recuperação fiscal do município - refis/lpojuca, previsto na lei 1.592/2011.",altera lei,-
604,1635,2012,"Concede incentivos fiscais ao estaleiro promar s/a, na forma da lei n° 1.412/2005, e dá outras providências.",concede,outra
605,1636,2012,Reestrutura a administração tributária do ipojuca e dá outras providências.,outra,outra
606,1637,2012,"Institui, no âmbito do município do ipojuca, o núcleo de apoio à saúde da família (nasf), cria as funções que menciona e dá outras providências.",institui,âmbito
607,1638,2012,Dispõe sobre a criação do conselho tutelar para atuação nos distritos de porto de galinhas e maracaípe e dá outras providências.,dispõe,criação
608,1639,2012,"Altera a lei n.º 1.288/2011, ampliando sua abrangência aos estabelecimentos comerciais e congêneres e dá outras providências.",altera lei,-
609,1640,2012,Disposições sobre a criação do conselho tutelar para atuação no distrito de serrambi e dá outras providencias.,outra,criação
610,1641,2012,"Institui na rede municipal de ensino a disciplina ""práticas agrícolas"" e dá outras providências.",institui,outra
611,1642,2012,"Denomina as ruas do loteamento ""recanto porto de galinhas"", no município de ipojuca e dá outras providências.",denomina,outra
612,1643,2012,"Denomina as ruas do loteamento ""baía maracaípe"", no município de ipojuca e dá outras providências",denomina,outra
613,1644,2012,"Denomina rua do loteamento ""baía maracaípe"", no município de ipojuca e dá outras providências.",denomina,rua
614,1645,2012,Disciplina o regime de extinção dos empregos públicos do quadro de pessoal da câmara municipal do ipojuca e dá outras providências.,concede,outra
615,1646,2012,"Institui, no município, o dia do prestador de serviço ao turismo, dispõe sobre sua comemoração oficial e dá outras providências.",institui,outra
616,1647,2012,"Institui, no município, o dia dos desportistas e praticantes de atividades físicas, dispõe sobre sua comemoração oficial e dá outras providências.",institui,outra
617,1648,2012,"Altera os arts. 4° e 10 da lei n° 1.635, de 04 de abril de 2012, que concede incentivos fiscais ao estaleiro promar s/a e dá outras providências.",altera lei,-
618,1649,2012,"Denomina a av. beira mar da praia de maracaípe, neste município, de ""av. idelfonso chalaça"" e dá outras providências.",denomina,outra
619,1650,2012,Estabelece as diretrizes orçamentarias do município do ipojuca para o exercício de 2013 e dá outras providências.,receitas e despesas,estabelece
620,1651,2012,"Autoriza o município do ipojuca a doar, com encargos, área de terra que indica em favor do fundo de arrendamento residencial - far, nos moldes e condições que estipula e dá outras providências.",autoriza poder executivo,outra
621,1652,2012,"Dispõe sobre o plano de incentivos a projetos habitacionais populares, vinculados ao ""programa minha casa, minha vida"", para famílias com renda de até r$ 1.600,00 (hum mil e seiscentos reais) e dá outras providências.",dispõe,plano
622,1653,2012,Estabelece gratificação para os profissionais de saúde da atenção básica e dá outras providências.,receitas e despesas,estabelece
623,1654,2012,Denomina os anexos i e ii da câmara municipal do ipojuca e dá outras providências.,denomina,outra
624,1655,2012,"Fixa o subsídio do prefeito, vice-prefeito, secretários adjuntos do município do ipojuca, para o próximo mandado, e dá outras providências.",receitas e despesas,fixa
625,1656,2012,Estabelece o subsídio dos vereadores na âmbito da câmara municipal do ipojuca para a legislatura 2013-2016 e dá outras providências.,receitas e despesas,estabelece
626,1657,2012,"Amplia a zona de atividade industrial e logístico (azail), no território do município de ipojuca e dá outras providências.",outra,outra
627,1658,2012,"Dispõe sobre a ampliação da zona de urbanização preferencial 1, no distrito de ipojuca-sede, criando zup 1 ""c"", atribuindo a essa nova zona os parâmetros já fixados para as zup 1 ""a"" e ""b"", inclusive quando à outorga onerosa e dá outras providências.",dispõe,outra
628,1659,2012,Estima a receita e fixa a despesa do município do ipojuca para o exercício financeiro de 2013.,receitas e despesas,estima
629,1660,2012,-,outra,outra
630,1661,2012,"Denomina a travessa da rua mario da costa monteiro, no centro deste município, de ""rua francisco vieira da cunha"" e dá outras providências.",denomina,outra
631,1662,2012,"Denomina a rua 4, do loteamento canoas i, neste município, de ""rua josé do bonfim oliveira"" e dá outras providências.",denomina,outra
632,1663,2013,"Dispõe sobre a estrutura da administração direta e indireta do município do ipojuca, cria e extingue cargos e dá outras providências.",dispõe,estrutura
633,1664,2013,"Institui a comissão permanente de licitação, equipe de pregão e suas respectivas gratificações, no âmbito da câmara municipal do ipojuca, e dá outras providências.",institui,outra
634,1665,2013,"Dispõe sobre a alteração no plano plurianual 2010-2013, autoriza a abertura de crédito especial ao orçamento fiscal do exercício financeiro de 2013 e dá outras providências.",dispõe,alteração
635,1666,2013,"Dispõe sobre a alteração no plano plurianual 2010-2013, remaneja e altera os programas, as ações e as atividades, e dá outras providências.",dispõe,alteração
636,1667,2013,Dá nova redação à ementa e ao art. 1º da lei municipal nº 1.420/2005 e dá outras providências.,altera lei,-
637,1668,2013,Institui a semana municipal da juventude e dá outras providências.,institui,outra
638,1669,2013,Institui a semana municipal da mulher e dá outras providências.,institui,outra
639,1670,2013,Institui o dia do vendedor ambulante e dá outras providências.”,institui,dia
640,1671,2013,Reajusta o vencimento base dos servidores da câmara municipal do ipojuca dá outras providências.,reajusta,outra
641,1672,2013,"Altera o art. 2º da lei municipal nº 1.459/2007, que institui o auxílio-alimentação no âmbito da câmara municipal do ipojuca e dá outras providências",altera lei,-
642,1673,2013,"Altera o art. 2º da lei municipal nº 1.612/2011, que institui o auxílio-saúde no âmbito da câmara municipal do ipojuca e dá outras providências",altera lei,-
643,1674,2013,Institui o auxílio-transporte no âmbito da câmara municipal do ipojuca e dá outras providências,institui,outra
644,1675,2013,"Dispõe sobre a reestruturação de funções gratificadas: fgs-02 e fgs-03, no âmbito da estrutura organizacional da câmara municipal do ipojuca e dá outras providências.",dispõe,reestruturação
645,1676,2013,"Institui o fundo municipal de investimentos em infraestrutura urbana, educação, saúde, meio ambiente, sustentabilidade, segurança e desenvolvimento social – fundo municipal.",institui,fundo
646,1677,2013,Dispõe sobre a criação do conselho municipal e a conferência municipal dos direitos da mulher e dá outras providências.,dispõe,criação
647,1678,2013,"Institui, no âmbito do município do ipojuca, o dia do trabalho da saúde, a ser comemorando em 12 de maio, e dá outras providências.",institui,âmbito
648,1679,2013,Dispõe sobre o conselho tutelar do município do ipojuca e dá outras providências.,dispõe,outra
649,1680,2013,"Institui o suprimento individual, no âmbito do poder executivo do município do ipojuca, destinado à realização de pequenas despesas e dá outras providência.",institui,outra
650,1681,2013,"Proíbe o ingresso ou permanência de pessoas utilizando capacete ou qualquer tipo de cobertura que oculte a face nos estabelecimentos comerciais, públicos ou privados, e dá outras providências.",outra,outra
651,1682,2013,Dispõe sobre delegação de competência para ordenadores de despesas no âmbito do poder executivo municipal e dá outras providências.,dispõe,outra
652,1683,2013,"Denomina praça subprefeito josé mariano guilherme, o espaço livre, público, sem denominação, situado na rua major ageu, no distrito de camela, município do ipojuca, e dá outras providências.",denomina,praça
653,1684,2013,"Altera o § 1º e o caput do art. 227, da lei municipal nº 1.494, de 16 de julho de 2008, que “dispõe sobre o estatuto dos servidores públicos do município do ipojuca”, e dá outras providências.",altera lei,-
654,1685,2013,"Altera a lei nº 1.663, de 08 de janeiro de 2013 e dá outras providências.",altera lei,-
655,1686,2013,Cria cargos públicos de provimento em comissão no poder executivo do município do ipojuca e dá outras providências.,cria,cargos
656,1687,2013,"Autoriza o município do ipojuca a constituir com o estado de pernambuco e os municípios da região metropolitana do recife, o consórcio público metropolitana do recife, o consórcio público metropolitano – cometro, ratifica o protocolo de intenções e dá outras providências.",autoriza poder executivo,outra
657,1688,2013,"Dispõe sobre alteração e remanejamento de ações no plano plurianual 2010 – 2013, relativo ao exercício de 2013 e na lei orçamentária anual 2013.",dispõe,outra
658,1689,2013,"Altera o art. 3º da lei nº 1.52, de 12 de novembro de 2008, que disciplina a concessão de incentivos fiscais para implantação, ampliação, modernização ou diversificação de refinaria de petróleo e dá outras providências.",altera lei,-
659,1690,2013,"Dispõe sobre a criação, composição, competência e funcionamento de conselho municipal da juventude – comjuve e dá outras providências.",dispõe,outra
660,1691,2013,"Dispõe sobre a alteração no plano plurianual 2010-2013, autoriza a abertura de crédito especial ao orçamento fiscal do município relativo ao exercício de 2013, a dá outras providências.",dispõe,alteração
661,1692,2013,"Dispõe sobre os vencimentos dos professores da rede municipal do ipojuca em atendimento à lei federal nº 11.738, de 16 de junho de 2008.",dispõe,vencimentos
662,1693,2013,"Institui o tratamento diferenciado e favorecido a ser dispensado às microempresas, às empresa de pequeno porte e ao microempreendedor individual, no âmbito do município do ipojuca, nas conformidade das normas gerais previstas no estatuto nacional da microempresa e da empresa de pequeno porte instituído pela lei complementar nº 123, de 14 de dezembro de 2006.",institui,outra
663,1694,2013,"Dispõe sobre a criação de cargos de provimento efetivo de professor de educação básica, técnico educacional, secretário escolar, analista educacional, assistente de educação e auxiliar de serviços de educação básica no quadro do magistério municipal e dá outras providências.",dispõe,criação
664,1695,2013,"Dispõe sobre a alteração no plano plurianual 2010-2013, autoriza a abertura de crédito especial ao orçamento fiscal do exercício financeiro de 2013, e dá outras providências.",dispõe,alteração
665,1696,2013,"Institui a “semana de incentivo ao ciclismo”, no município de ipojuca, e dá outras providências.",institui,outra
666,1697,2013,Dispõe sobre a obrigatoriedade da execução do hino do ipojuca antes de eventos oficiais e esportivos do município e dá outras providências.,dispõe,outra
667,1698,2013,"Prevê a instalação de biombos, tapumes ou estruturas similares nas agências bancárias, nos locais de atendimento ao público, como forma de preservar a segurança dos clientes, e dá outras providências.",outra,outra
668,1699,2013,"Institui, no município de ipojuca, o dia do bugueiro, dispõe sobre sua comemoração oficial e dá outras providências.",institui,outra
669,1700,2013,"Dispõe sobre regularização do uso de motocicletas de pequeno porte (50 cilindradas), quanto ao seu cadastro obrigatório e o uso por pessoas maiores de idade e dá outras providências.",dispõe,outra
670,1701,2013,"Denomina as ruas do loteamento “porto do sol”, no município de ipojuca e dá outras providências.",denomina,outra
671,1702,2013,Estabelece as diretrizes orçamentárias do município do ipojuca para o exercício de 2014 e dá outras providências.,receitas e despesas,estabelece
672,1703,2013,"Dispõe sobre a alteração no plano plurianual 2010-2013, autoriza a abertura de crédito especial ao orçamento fiscal do exercício financeiro de 2013, e dá outras providências.",dispõe,alteração
673,1704,2013,"Altera dispositivos da lei nº 1.595, de 09 de junho de 2011 (código de posturas).",altera lei,-
674,1705,2013,"Institui no âmbito do município do ipojuca o “dia do mototaxista e motofretista”, a ser comemorado em 29 de julho, e dá outras providência",institui,âmbito
