numero,ano,ementa
1553,2010,Lei Orçamentária Anual - 2010
1554,2010,Institui institui o código de vigilância sanitária em saúde e dá outras providências.
1555,2010,Institui institui o fundo municipal de assistência à pessoa idosa e dá outras providências.
1556,2010,Cria cria o cargo de gestor de investimentos do fundo previdenciário do município de ipojuca funprei e dá outras providências.
1557,2010,Reajusta reajusta os vencimentos dos médicos plantonlstas do poder executivo municipal e da outras providencias.
1558,2010,"Reajusta reajusta o vencimento dos servidores efetivos do poder executivo municipal, inativos e pensionistas vinculados ao funprei - fundo previdenciário dos servidores do município do ipojuca e dá outras providencias."
1559,2010,Estabelece o reajuste da remuneração dos servidores integrantes de cargos efetivos do quadro permanente de pessoal da Câmara Municipal do Ipojuca e dá outras providências
1560,2010,"Fixa gratificação para componentes da Comissão Permanente de Licitação do Fundo Previdenciário do Município do Ipojuca, e da outras providências."
1561,2010,Altera a alíquota da contribuição patronal ao Regime Próprio da Previdência dos Servidores Municipais de que trata a Lei Municipal n° 1442/2006 e dá outras providências.
1562,2010,"Revoga o § 2° e altera o caput do art. 2° da Lei n.° 1487, de 20 de março de 2008, bem como altera o § 3° do art. 56 da Lei n.° 1.442, de 04 de setembro de 2006, com redação da Lei n.° 1.487, de 20 de março de 2008 e da outras providencias."
1563,2010,"Concede incentivos fiscais à empresa COMPANHIA INTEGRADA TÊXTIL DE PERNAMBUCO - CITEPE, na forma da Lei 1.412/2005 e dá outras providências."
1564,2010,"Reajusta reajusta o vencimento dos servidores efetivos do poder executivo municipal, inativo e pensionistas, vinculados ao funprei - fundo previdenciário dos servidores do município do ipojuca e dá outras providências."
1565,2010,"Altera altera a redação do inciso ii, art. 3°, da lei municipal 1314/2002 e dá outras providencias."
1566,2010,Dispõe sobre a instituição de Plano de Amortização para Equacionamento do Passivo Atuarial do Fundo Previdênciário do Município do Ipojuca - FUNPREI e dá outras providências.
1567,2010,"Dispõe dispõe sobre ò""lonselho municipal de alimentação escolar - cae - e altera a lei municipal n° 1.150, de 08 de dezembro de 1997."
1568,2010,"Fixa o vencimento base para o cargo específico de procurador judicial, servidor efetivo da Administração Pública Municipal, e dá outras providências."
1569,2010,?
1570,2010,Lei das Diretrizes Orçamentárias - 2011
1571,2010,"Altera o § 1° e o capufdo art. 227 da Lei municipal n° 1.494, de 16 de julho de 2008, que ""Dispõe sobre o Estatuto dos Servidores Públicos do Município do Ipojuca"" e dá outras providências."
1572,2010,"Disciplina disciplina a obrigatoriedade e a utilização dos documentos fiscais ""declaração mensal de serviços oms""; da ""nota fiscal de serviços eletrônica - nfs-e"" e do ""recibo provisório de serviços - rps"" e dá outras providências."
1573,2010,Cria 02 (dois) cargos de Procurador Judicial junto à Procuradoria Geral do Município e dá outras provideências.
1574,2010,Dispõe sobre autorização para doação de terreno da municipalidade para o Instituto Nacional do Seguro Social - INSS e dá outras providências.
1575,2010,"Dispõe dispõe sobre s regulamentação para a concessão de utilidade pública municipal a sociedades civis, associações, fundações e outras entidades do terceiro setor e dá outras providencias."
1576,2010,Altera altera a lei n° 1.515/2000 disciplina a permissão de serviço de transporte público de passageiros por táxis no âmbito do município do ipojuca e dá outras providências.
1577,2010,"Altera altera a lei n° 1.513/2008, que criou a secretaria municipal de segurança cidadã e dá outras providências."
1578,2010,"Concede concede incentivos fiscais à empresa suata - serviço unificado de armazenagem e terminal alfandegado s/a, na forma da lei n° 1.412/2005 e dá outras providências."
1579,2010,Dispõe dispõe sobre o regime jurídico do sistema de transportes municipal do ipojuca e determina outras providências.
1580,2010,"Dispõe dispõe sobre alterações nos artigos 71, 72 e 253 da lei n° 1.490/2008 (plano diretor participativo) e dá outras providências."
1581,2010,"Altera altera a lei n° 1.490/2008 (plano diretor), fixando novos perímetros das zonas de atividade industrial e logística (zail b) e de equilíbrio ambiental (zea), descritas no anexo xii da lei em epígrafe."
1582,2010,Dispõe dispõe sobre a revisão do plano plurianual do município do ipojuca para o exercício de 2011 e dá outras providências.
1584,2011,Reajusta reajusta o vencimento base dos servidores da câmara municipal de ipojuca e dá outras providências.
1585,2011,"Aprova aprova o plano municipal de educação, e dá outras providências."
1586,2011,Dispõe dispõe sobre a concessão de diárias aos servidores e vereadores da câmara municipal do ipojuca e dá outras providências.
1587,2011,"Altera dispositivos da Lei nº 1.523/2009, que trata da estrutura organizacional da Câmara Municipal de Ipojuca e dá outras providências."
1588,2011,"Autoriza o Poder Executivo a celebrar Convênio de Cooperação com o Estado de Pernambuco, para gestão associada dos serviços públicos de abastecimento de água e esgotamento sanitário, e a celebrar Contrato de Programa com a Companhia Pernambucana de Saneamento COMPESA e dá outras providências."
1589,2011,"Revoga as Leis 1.495/2008, 1.496/2008, 1.497/2008 e dispõe sobre a doação, com encargos, de lotes de terreno resultantes do desmembramento da Gleba C do Engenho Montevidéu, ao Instituto Nacional da Seguridade Social, Caixa Econômica Federal, Tribunal Regional do Trabalho da 6- Região, União Federal, Tribunal de Justiça de Pernambuco."
1590,2011,"Revoga revoga a lei nº 1.503/2008 e dispõe sobre a destinação do lote d, resultante do desmembramento da gleba c do engenho montevidéu, desapropriada por força do decreto municipal nº 31/2007 ao poder legislativo do município do ipojuca."
1591,2011,?
1592,2011,Institui o Programa de Recuperação Fiscal Municipal REFIS/lpojuca e dá outras providências.
1593,2011,"Autoriza autoriza o poder executivo a desafetar, permutar e afetar bens que especifica visando à implantação de novo empreendimento turístico da empresa enotel hotels e resorts s/a. e dá outras providências."
1594,2011,?
1595,2011,Institui o Código de Posturas do Município de Ipojuca e dá outras providências.
1596,2011,Institui institui o código do meio ambiente do município do ipojuca e dá outras providências.
1597,2011,Institui institui o sistema municipal do meio ambiente do município do ipojuca.
1598,2011,Dispõe sobre a reestruturação da Secretaria Municipal de Agricultura e Produção Rural e dá outras providências.
1599,2011,Cria Cargos Comissionados no âmbito da Secretaria Municipal de Saúde
1600,2011,Estabelece normas para a prévia inspeção de animais destinados ao abate para o consumo e dá outras providências.
1601,2011,Cria cria cargos de provimento efetivo no âmbito do poder executivo municipal e dá outras providências.
1602,2011,Autoriza autoriza a câmara municipal do ipojuca a celebrar convênios com instituições financeiras para a concessão de operações de empréstimos sob consignação em folha de pagamento e dá outras providências.
1603,2011,"Dispõe sobre reajuste dos vencimentos dos professores da rede Municipal do Ipojuca em atendimento à Lei Federal nº 11.738, de 16 de julho de 2008 e dá outras providências."
1604,2011,"Institui o ""Dia Municipal do Surfista"" e dá outras providências."
1605,2011,"Institui o ""Dia Municipal do Jangadeiro"" e dá outras providências."
1606,2011,"Autoriza autoriza o poder executivo municipal a ceder em comodato ou direito real de uso de imóvel em favor do senai e do senac, para instalação de escolas técnicas profissionalizantes e dá outras providências."
1607,2011,"Prorroga prorroga o programa de recuperação fiscal municipal refis/lpojuca, introduz modificações na lei n° 1.592/2011 e dá outras providências."
1608,2011,Dispõe dispõe sobre a criação do arquivo público municipal frei vertendo willeke e dá outras providências.
1609,2011,?
1610,2011,"Complementa complementa o anexo v do plano diretor (lei n° 1.490/2008), fixando os coeficientes básicos e máximos e as condições para outorga onerosa do direito de construir e dá outras providências."
1611,2011,Institui institui o dia municipal do agricultor familiar do município de ipojuca e dá outras providências.
1612,2011,Institui institui o auxílio-saúde no âmbito da câmara municipal do ipojuca e dá outras providências.
1613,2011,"Altera a Lei n° 1.518/2009 e fixa o vencimento base para os cargos de procuradores, de provimento efetivo e privativos de advogados, criados pela Lei Municipal n° 1.475/2007 e dá outras providências."
1614,2011,"Dispõe sobre a criação de Funções Gratificadas: FGS-01 e FGS-02, no âmbito da Estrutura Organizacional da Câmara Municipal do Ipojuca."
1615,2011,"Altera altera o att 2° da lei municipal n° 1.459/2007, que institui o auxílio-alimentação no âmbito da câmara municipal do ipojuca e dá outras providências."
1616,2011,Dispõe dispõe sobre a revisão do plano plurianual do município do ipojuca 2010-2013 para o exercício de 2011 e dá outras providências.
1617,2011,?
1618,2011,Altera a Lei n* 1.596/2011 e estabelece as disposições atinentes ao Processo Administrativo e dá outras providências.
1619,2011,"Institui institui e regulamenta o suprimento individual, no âmbito da câmara municipal do ipojuca, destinado à realização de pequenas despesas, e dá outras providências."
1620,2011,"Institui institui o fundo de modernização e aparelhamento da procuradoria geral do município do ipojuca • funpmi, e dá outras providências,"
1621,2011,?
1622,2011,Concede benefícios fiscais condicionaods aos contribuintes do Município que prestem serviços de hospedagem em hotéis e dá outras providências.
1626,2012,"Institui institui o programa de adoção de praças publicas e de esportes e área verdes - pappe, estabelece seus objetivos e processos, suas espécies e limitações das responsabilidades e dos benefícios dos adotantes."
1627,2012,Reajusta o vencimento base dos servidores da Câmara Municipal de Ipojuca dá outras providências.
1628,2012,"Fixa fixa o vencimento base para o cargo de analista legislativo, no âmbito da estrutura organizacional da câmara municipal do ipojuca e dá outras providências."
1629,2012,?
1630,2012,"Suspensão de licença para atividades de tratamento de destino final (aterros de resíduos perigosos), que não sejam provenientes deste Município e dá outras providências."
1631,2012,"Estabelece reajuste da remuneração dos servidores integrantes de cargos efetivos do quadro permanente da administração pública municipal, bem como pensionista e aposentados e dá outras providências."
1632,2012,"Dispõe sobre reajuste dos vencimentos dos professores da rede Municipal do Ipojuca em atendimento à Lei Federal n°. 11.738, de 16 de julho de 2008 e da outras providencias."
1633,2012,"Reestrutura os cargos de Jornalista, Contador e Secretário de Plenário, no âmbito da Estrutura Organizacional da Câmara Municipal do Ipojuca e dá outras providências."
1634,2012,"Altera o artigo 1° da Lei 1.607/2011, prorrogando o Programa de Recuperação Fiscal do Município - REFIS/lpojuca, previsto na Lei 1.592/2011."
1635,2012,"Concede incentivos fiscais ao ESTALEIRO PROMAR S/A, na forma da Lei n° 1.412/2005, e dá outras providências."
1636,2012,Reestrutura a Administração Tributária do Ipojuca e dá outras providências.
1637,2012,"Institui, no âmbito do município do Ipojuca, o Núcleo de Apoio à Saúde da Família (NASF), cria as funções que menciona e dá outras providências."
1638,2012,Dispõe sobre a criação do conselho tutelar para atuação nos Distritos de Porto de Galinhas e Maracaípe e dá outras providências.
1639,2012,"Altera a Lei n.º 1.288/2011, ampliando sua abrangência aos estabelecimentos comerciais e congêneres e dá outras providências."
1640,2012,Disposições sobre a criação do Conselho Tutelar para atuação no Distrito de Serrambi e dá outras providencias.
1641,2012,"Institui na Rede Municipal de Ensino a disciplina ""Práticas Agrícolas"" e dá outras providências."
1642,2012,"Denomina as ruas do Loteamento ""Recanto Porto de Galinhas"", no município de Ipojuca e dá outras providências."
1643,2012,"Denomina as ruas do Loteamento ""Baía Maracaípe"", no município de Ipojuca e dá outras providências"
1644,2012,"Denomina rua do Loteamento ""Baía Maracaípe"", no município de Ipojuca e dá outras providências."
1645,2012,Disciplina o regime de extinção dos empregos públicos do quadro de pessoal da Câmara Municipal do Ipojuca e dá outras providências.
1646,2012,"Institui, no Município, o Dia do Prestador de Serviço ao Turismo, dispõe sobre sua comemoração oficial e dá outras providências."
1647,2012,"Institui, no Município, o Dia dos Desportistas e Praticantes de Atividades Físicas, dispõe sobre sua comemoração oficial e dá outras providências."
1648,2012,"Altera os arts. 4° e 10 da Lei n° 1.635, de 04 de abril de 2012, que concede incentivos fiscais ao Estaleiro PROMAR S/A e dá outras providências."
1649,2012,"Denomina a Av. beira mar da praia de Maracaípe, neste Município, de ""Av. Idelfonso Chalaça"" e dá outras providências."
1650,2012,Estabelece as diretrizes orçamentarias do Município do Ipojuca para o exercício de 2013 e dá outras providências.
1651,2012,"Autoriza o Município do Ipojuca a doar, com encargos, área de terra que indica em favor do Fundo de Arrendamento Residencial - FAR, nos moldes e condições que estipula e dá outras providências."
1652,2012,"Dispõe sobre o Plano de Incentivos a Projetos Habitacionais Populares, vinculados ao ""Programa Minha Casa, Minha Vida"", para famílias com renda de até R$ 1.600,00 (hum mil e seiscentos reais) e dá outras providências."
1653,2012,Estabelece gratificação para os profissionais de saúde da atenção básica e dá outras providências.
1654,2012,Denomina os Anexos I e II da Câmara Municipal do Ipojuca e dá outras providências.
1655,2012,"Fixa o Subsídio do Prefeito, Vice-Prefeito, secretários Adjuntos do Município do Ipojuca, para o próximo mandado, e dá outras providências."
1656,2012,Estabelece o Subsídio dos Vereadores na âmbito da Câmara Municipal do Ipojuca para a Legislatura 2013-2016 e dá outras providências.
1657,2012,"Amplia a Zona de atividade Industrial e Logístico (AZAIL), no território do município de Ipojuca e dá outras providências."
1658,2012,"Dispõe sobre a ampliação da Zona de Urbanização Preferencial 1, no distrito de Ipojuca-sede, criando ZUP 1 ""c"", atribuindo a essa nova zona os parâmetros já fixados para as ZUP 1 ""a"" e ""b"", inclusive quando à outorga onerosa e dá outras providências."
1659,2012,Estima a receita e fixa a despesa do Município do Ipojuca para o exercício financeiro de 2013.
1660,2012,-
1661,2012,"Denomina a travessa da Rua Mario da Costa Monteiro, no centro deste município, de ""Rua Francisco Vieira da Cunha"" e dá outras providências."
1662,2012,"Denomina a Rua 4, do Loteamento Canoas I, neste município, de ""Rua José do Bonfim Oliveira"" e dá outras providências."
1663,2013,"Dispõe sobre a estrutura da Administração Direta e Indireta do Município do Ipojuca, cria e extingue cargos e dá outras providências."
1664,2013,"Institui a Comissão Permanente de Licitação, Equipe de Pregão e suas respectivas gratificações, no âmbito da Câmara Municipal do Ipojuca, e dá outras providências."
1665,2013,"Dispõe sobre a alteração no Plano Plurianual 2010-2013, autoriza a abertura de crédito especial ao Orçamento Fiscal do exercício financeiro de 2013 e dá outras providências."
1666,2013,"Dispõe sobre a alteração no Plano Plurianual 2010-2013, remaneja e altera os programas, as ações e as atividades, e dá outras providências."
1667,2013,Dá nova redação à ementa e ao art. 1º da Lei Municipal nº 1.420/2005 e dá outras providências.
1668,2013,Institui a Semana Municipal da juventude e dá outras providências.
1669,2013,Institui a Semana Municipal da Mulher e dá outras providências.
1670,2013,Institui o Dia do Vendedor Ambulante e dá outras providências.”
1671,2013,Reajusta o vencimento base dos servidores da Câmara Municipal do Ipojuca dá outras providências.
1672,2013,"Altera o art. 2º da Lei Municipal nº 1.459/2007, que institui o auxílio-alimentação no âmbito da Câmara Municipal do Ipojuca e dá outras providências"
1673,2013,"Altera o art. 2º da Lei Municipal nº 1.612/2011, que institui o auxílio-saúde no âmbito da Câmara Municipal do Ipojuca e dá outras providências"
1674,2013,Institui o Auxílio-transporte no âmbito da Câmara Municipal do Ipojuca e dá outras providências
1675,2013,"Dispõe sobre a reestruturação de Funções Gratificadas: FGS-02 e FGS-03, no âmbito da Estrutura Organizacional da Câmara Municipal do Ipojuca e dá outras providências."
1676,2013,"Institui o Fundo Municipal de Investimentos em Infraestrutura Urbana, Educação, Saúde, Meio Ambiente, Sustentabilidade, Segurança e Desenvolvimento Social – FUNDO MUNICIPAL."
1677,2013,Dispõe sobre a criação do Conselho Municipal e a Conferência Municipal dos Direitos da Mulher e dá Outras providências.
1678,2013,"Institui, no âmbito do Município do Ipojuca, o Dia do Trabalho da Saúde, a ser comemorando em 12 de maio, e dá outras providências."
1679,2013,Dispõe sobre o Conselho Tutelar do Município do Ipojuca e dá outras providências.
1680,2013,"Institui o Suprimento Individual, no âmbito do Poder Executivo do Município do Ipojuca, destinado à realização de pequenas despesas e dá outras providência."
1681,2013,"Proíbe o ingresso ou permanência de pessoas utilizando capacete ou qualquer tipo de cobertura que oculte a face nos estabelecimentos comerciais, públicos ou privados, e dá outras providências."
1682,2013,Dispõe sobre delegação de competência para Ordenadores de Despesas no âmbito do Poder Executivo Municipal e dá outras providências.
1683,2013,"Denomina Praça Subprefeito José Mariano Guilherme, o espaço livre, público, sem denominação, situado na rua Major Ageu, no Distrito de Camela, Município do Ipojuca, e dá outras providências."
1684,2013,"Altera o § 1º e o caput do art. 227, da Lei Municipal nº 1.494, de 16 de julho de 2008, que “Dispõe sobre o Estatuto dos Servidores Públicos do Município do Ipojuca”, e dá outras providências."
1685,2013,"Altera a Lei nº 1.663, de 08 de janeiro de 2013 e dá outras providências."
1686,2013,Cria cargos públicos de provimento em comissão no Poder Executivo do Município do Ipojuca e dá outras providências.
1687,2013,"Autoriza o Município do Ipojuca a constituir com o Estado de Pernambuco e os Municípios da Região Metropolitana do Recife, o Consórcio Público Metropolitana do Recife, o Consórcio Público Metropolitano – COMETRO, ratifica o protocolo de Intenções e dá outras providências."
1688,2013,"Dispõe sobre alteração e remanejamento de Ações no Plano Plurianual 2010 – 2013, relativo ao exercício de 2013 e na Lei Orçamentária Anual 2013."
1689,2013,"Altera o art. 3º da Lei nº 1.52, de 12 de novembro de 2008, que disciplina a concessão de incentivos fiscais para implantação, ampliação, modernização ou diversificação de refinaria de petróleo e dá outras providências."
1690,2013,"Dispõe sobre a criação, composição, competência e funcionamento de conselho Municipal da Juventude – COMJUVE e dá outras providências."
1691,2013,"Dispõe sobre a alteração no Plano Plurianual 2010-2013, autoriza a abertura de crédito especial ao Orçamento Fiscal do Município relativo ao exercício de 2013, a dá outras providências."
1692,2013,"Dispõe sobre os vencimentos dos professores da rede Municipal do Ipojuca em atendimento à Lei Federal nº 11.738, de 16 de junho de 2008."
1693,2013,"Institui o tratamento diferenciado e favorecido a ser dispensado às microempresas, às empresa de pequeno porte e ao microempreendedor individual, no âmbito do Município do Ipojuca, nas conformidade das normas gerais previstas no Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte instituído pela Lei Complementar nº 123, de 14 de dezembro de 2006."
1694,2013,"Dispõe sobre a criação de cargos de provimento efetivo de Professor de Educação Básica, Técnico Educacional, Secretário Escolar, Analista Educacional, Assistente de Educação e Auxiliar de Serviços de Educação Básica no quadro do Magistério Municipal e dá outras providências."
1695,2013,"Dispõe sobre a alteração no plano Plurianual 2010-2013, autoriza a abertura de crédito especial ao Orçamento Fiscal do exercício financeiro de 2013, e dá outras providências."
1696,2013,"Institui a “Semana de incentivo ao Ciclismo”, no município de Ipojuca, e dá outras providências."
1697,2013,Dispõe sobre a obrigatoriedade da execução do Hino do Ipojuca antes de eventos oficiais e esportivos do Município e dá outras providências.
1698,2013,"Prevê a instalação de biombos, tapumes ou estruturas similares nas agências bancárias, nos locais de atendimento ao público, como forma de preservar a segurança dos clientes, e dá outras providências."
1699,2013,"Institui, no Município de Ipojuca, o Dia do Bugueiro, dispõe sobre sua comemoração oficial e dá outras providências."
1700,2013,"Dispõe sobre regularização do uso de motocicletas de pequeno porte (50 cilindradas), quanto ao seu cadastro obrigatório e o uso por pessoas maiores de idade e dá outras providências."
1701,2013,"Denomina as ruas do Loteamento “Porto do Sol”, no município de Ipojuca e dá outras providências."
1702,2013,Estabelece as Diretrizes Orçamentárias do Município do Ipojuca para o exercício de 2014 e dá outras providências.
1703,2013,"Dispõe sobre a alteração no Plano Plurianual 2010-2013, autoriza a abertura de crédito especial ao Orçamento Fiscal do exercício financeiro de 2013, e dá outras providências."
1704,2013,"Altera dispositivos da Lei nº 1.595, de 09 de junho de 2011 (Código de Posturas)."
1705,2013,"Institui no âmbito do Município do Ipojuca o “Dia do Mototaxista e Motofretista”, a ser comemorado em 29 de julho, e dá outras providência"
1706,2013,Institui o Programa Municipal de Fornecimento de Cestas Básicas de Material de Construção às Famílias Carentes do Município de Ipojuca e dá outras providências.
1707,2013,"Dispõe sobre a proibição de abastecimento de estabelecimentos financeiros durante o horário de atendimento ao público e em terminais de auto-atendimento próximos de escolas, postos de saúde ou hospitais e dá outras providências."
1708,2013,Autoriza o Poder Executivo a apoiar as modalidades esportivas no município do Ipojuca e dá outras providências.
1709,2013,"Estabelece valores para concessão de diárias ao Prefeito, Vice-Prefeito e demais servidores da Prefeitura Municipal do Ipojuca, e dá outras providências."
1710,2013,Cria 2 (dois) cargos de provimento efetivo no âmbito do Poder Executivo do Município do Ipojuca e dá outras providências.
1711,2013,"Regulamenta o uso de jangadas para visitação da área de proteção ambiental do criadouro de cavalos marinhos no Pontal de Maracaípe e piscinas naturais de Porto de Galinhas, município do Ipojuca, e o controle dos visitantes que fazem a travessia andando ou por nado, e dá outras providências."
1712,2013,"Denomina a rua do Loteamento “Bahia”, no município de Ipojuca e dá outras providências."
1713,2013,"Altera e acrescenta dispositivos à Lei Municipal nº 1.064, de 15 de junho de 1994, que cria o Conselho Municipal do Meio Ambiente e dá outras providências."
1714,2013,"Reestrutura cargos criados pela Lei nº 1.475, de 11 de setembro de 2007 e altera o Anexo III, da Lei nº 1.523/2009, no âmbito da Estrutura Organizacional da Câmara Municipal do Ipojuca e dá outras providências."
1715,2013,"Estabelece reajuste dos vencimentos dos servidores integrantes de Cargos Efetivos do Quadro Permanente da Administração Pública Municipal, bem como Pensionistas e Aposentados, e dá outras providências."
1716,2013,"Altera o § 4º do artigo 293 da Lei Municipal nº 1.490, de 30 de junho de 2008 – Plano Diretor Participativo do Município do Ipojuca, e dá outras providências."
1717,2013,"Revoga o art. 6º da Lei nº 1.430/2006 de 05 de maio de 2006, e dá outras providências."
1718,2013,Dispõe sobre o Plano Plurianual para o quadriênio 2014 - 2017 e dá outras providências.
1719,2013,Estima receita e fixa a despesa do Município do Ipojuca para o Exercício Financeiro de 2014.
1720,2013,"Dispõe sobre o Licenciamento Ambiental Municipal, a Fiscalização, as Infrações e as Sanções Administrativas, o Procedimento e o Recurso Administrativo, altera dispositivos da Lei nº 1.597, de 05 de julho de 2011, revoga dispositivos da Lei nº 1.596, de 02 de junho de 2011, revoga a Lei nº 1.618, de 29 dezembro de 2011, e dá outras providências."
1721,2013,"Altera os arts. 56 e 57 da Lei nº 1.439/2006, de 23 de junho de 2006, reajusta o vencimento-base dos cargos de Guarda Municipal, e dá outras providências."
1722,2013,"Institui o Programa Ipojuca Cidadã, e dá outras providências."
1723,2013,"Concede redução da alíquota do ISSQN incidente sobre os serviços de hospedagem em hotéis, apart-service condominiais, apart-hotéis, hotéis residência, residence-service, suíte service, resorts e pousadas, revoga a Lei nº 1.622/2011, e dá outras providências."
1724,2013,"Institui, no âmbito do Município do Ipojuca, o “Dia do Motociclismo”, a ser comemorado no segundo domingo do mês de fevereiro, e dá outras providências."
1725,2013,"Autoriza a abertura de crédito especial ao Orçamento Fiscal do exercício financeiro de 2013, e dá outras providências."
1726,2013,"Denomina rua do Loteamento “Campo do Avião”, no Município do Ipojuca, e dá outras providências."
1727,2013,Dispõe sobre a criação da Autarquia Municipal de Trânsito e Transporte do Ipojuca – AMTTRANS e dá outras providências.
1728,2014,Cria cargos públicos de provimento em comissão no Poder Executivo do Município do Ipojuca e dá outras providências.
1729,2014,"Altera o art. 2º da Lei Municipal nº 1.612/2011, que institui o auxílio-saúde no âmbito da Câmara Municipal do Ipojuca e dá outras providências."
1730,2014,"Altera os §§ 1º e 2º do art. 2º, da Lei Municipal nº 1.674/2013, que institui o auxílio-transporte no âmbito da Câmara Municipal do Ipojuca e dá outras providências."
1731,2014,"Altera a Lei Municipal nº 1.459/2007, que institui a auxílio-alimentação no âmbito da Câmara Municipal do Ipojuca e dá outras providências."
1732,2014,Reajusta o vencimento base dos servidores da Câmara Municipal do Ipojuca e dá outras providências.
1733,2014,"Dispõe sobre a alteração no Plano Plurianual 2014-2017, Lei Municipal nº 1.718 de 16 de dezembro de 2013, e dá outras providências."
1734,2014,"Altera o artigo 1º da Lei Municipal nº 1.727, de 20 de dezembro de 2013, que dispõe sobre a criação da Autarquia Municipal de Trânsito e Transporte do Ipojuca – AMTTRANS."
1735,2014,"Denomina Centro de Referência Dona Amarina, as instalações do Centro de Referência para Mulheres em Situação de Violência da Secretaria Especial da Mulher, e dá outras providências."
1736,2014,"Dispõe sobre a alteração na Lei Orçamentária Anual 2014, Lei Municipal nº 1.719 de 16 de dezembro de 2013, e dá outras providências"
1737,2014,"Atribui o nome da rua projetada nº 04 para Rua Professora Genésia Maria Ferreira Agostinho, situada no loteamento Canoas, em Nossa Senhora do Ó, Município do Ipojuca, e dá outras providências."
1738,2014,"Atribui o nome da rua projetada nº 22 para Rua Elísio Cardoso de Oliveira, situada no loteamento Canoas, em Nossa Senhora do Ó, Município do Ipojuca, e dá outras providências."
1739,2014,"Atribui o nome da rua projetada nº 17 para Rua Milton Feliciano de Oliveira Silva, situada no loteamento Canoas, em Nossa Senhora do Ó, Município do Ipojuca, e dá outras providências."
1740,2014,"Altera o parágrafo único, do art. 3º da Lei Municipal nº 1.708, de 25 de setembro de 2013, que autoriza o Poder Executivo a apoiar as modalidades esportivas do Município do Ipojuca, e dá outras providências."
1741,2014,"Altera o § 2º do art. 3º e revoga os incisos II e IX e o § 4º do art. 4º da Lei nº 1.623, de 30 de dezembro de 2011, que institui a Verba Indenizatória do Exercício Parlamentar da Câmara Municipal do Ipojuca, e dá outras providências."
1742,2014,"Dispõe sobre os auxílios, moradia e alimentação, a serem concedidos aos médicos participantes do projeto mais Médicos para o Brasil, e dá outras providências."
1743,2014,"Dispõe sobre o cancelamento de Alvará de Funcionamento dos estabelecimentos que promovam a exploração de Crianças e Adolescentes, e dá outras providências."
1744,2014,"Dispõe sobre a instituição da “Marcha para Jesus”, no âmbito do Município do Ipojuca, e dá outras providencias."
1745,2014,"Institui o Dia Municipal dos Com Necessidades Especiais, no âmbito do Município do Ipojuca, e dá outras providencias."
1746,2014,"Altera a Lei Municipal nº 1.442, de 04 de setembro de 2006, que reestrutura o Regime Próprio de Previdência Social do Município do Ipojuca, para modificar a Administração do FUNPREI (Fundo Previdenciário do Município do Ipojuca), e dá outras providências."
1747,2014,"Altera a Lei Municipal nº 1.222, de 1º de agosto de 2000, que cria o Conselho e Fundo Municipal de Turismo, para reestruturar o Conselho e revogar o Fundo Municipal de Turismo. e dá outras providências."
1748,2014,"Altera o inciso I e o parágrafo único do art. 1º da Lei Municipal nº 1.409, de 30 de março de 2005, que dispõe sobre a criação de programas sociais, e regulamenta o Programa de Benefícios Eventuais da Assistência Social no Município do Ipojuca, e dá outras providências"
1749,2014,"Altera a Lei Municipal nº 1.567, de 27 de agosto de 2010, que dispõe sobre o Conselho Municipal de Alimentação Escolar, para modificar a duração do mandato dos Conselheiros, e dá outras providências."
1750,2014,"Dispõe sobre a doação com encargos e cessão de direito real de uso, de lotes de terreno resultantes do desmembramento da Gleba C do Engenho Montevidéu, ao Tribunal de Justiça de Pernambuco (TJPE), à União Federal, à Empresa Brasileira de Correios e Telégrafos - ECT (Correios), à Caixa Econômica Federal - CEF (Caixa), à Defensoria Pública do Estado de Pernambuco, ao Ministério Público de Pernambuco, à Ordem dos Advogados do Brasil - Seção Pernambuco (OAB/PE), ao SENAI - Serviço Nacional de Aprendizagem Industrial e ao SENAC - Serviço Nacional de Aprendizagem Comercial, revoga as Leis nº 1.589/2011, nº 1.590/2011 e nº 1.606/2011, e dá outras providências."
1751,2014,"Altera os incisos I, II e III, do art. 190, da Lei Municipal nº 1.490, de 30 de junho de 2008 (Plano Diretor), e fixa parâmetros, usos e atividades para a Zona de Interesse Institucional - ZEII, e dá outras providências."
1752,2014,"Estabelece a divulgação, em local visível, do cardápio semanal da merenda escolar, no Município do Ipojuca, e dá outras providências."
1753,2014,"Dispõe sobre o parcelamento especial de débitos do Município do Ipojuca com seu Regime Próprio de Previdência Social - RPPS, e dá outras providências."
1754,2014,"Altera a Lei Municipal nº 1.323, de 19 de julho de 2002, que dispõe sobre a criação do Conselho Municipal de Cultura, para atualizar suas atribuições e composição, e dá outras providências."
1755,2014,"Denomina Ruas, na região principal da Praia de Porto de Galinhas, neste Município, e dá outras providências."
1756,2014,"Dispõe sobre a instituição de Plano de Amortização de Déficit Atuarial para fins de equacionamento e equilíbrio atuarial do Regime Próprio de Previdência Social - RPPS do Município do Ipojuca, e dá outras providências."
1757,2014,"Dispõe sobre a instituição e concessão de Bolsa Intercâmbio a estudantes ipojucanos participantes do Projeto Ganha o Mundo, e dá outras providências."
1758,2014,"Dispõe sobre os vencimentos dos professores da Rede Municipal do Ipojuca em atendimento à Lei Federal nº 11.738, de 16 de julho de 2008."
